x_mean,y_mean,z_mean,mag_mean,x_std,y_std,z_std,mag_std,x_med,y_med,z_med,mag_med,x_min,y_min,z_min,mag_min,x_max,y_max,z_max,mag_max,x_range,x_rmse,y_range,y_rmse,z_range,z_rmse,mag_range,mag_rmse,xy_corr,xz_corr,yz_corr,svm,sma,gt
-4.792546668966664,0.2442101293130782,8.876308980267682,10.185027487055786,1.0401866643596718,0.8988787183146647,0.7976333840348513,0.7799720082219147,-4.9596252,-0.05937195,8.908966,10.1742242510214,-4.467219331033337,-2.8636711293130785,-3.598598980267682,-3.695254924386136,5.303014168966664,4.670203370686922,6.59891101973232,6.339738798598061,9.7702335,4.904127075196207,7.5338745000000005,0.9314502172457714,10.197510000000001,8.91207398878043,10.034993722984197,10.214848244510362,0.6414140234504778,0.12792131352896824,0.18702545055391076,1.4213694468404772,2.1672296409935083,bike
-3.8499517707775635,-0.08592295323819234,8.737579489257739,10.250151163231981,3.4126544735112656,1.1601871526903276,1.9703117666387824,1.7271824132105111,-4.895355,-0.46165466,8.829224,10.252750751835338,-13.817284229222436,-5.816070046761808,-7.4398499892577385,-8.269262844657929,6.558691970777564,6.693970453238193,15.658080510742261,17.34962376605197,20.3759762,5.144704596723145,12.5100405,1.1633469350953904,23.0979305,8.956969680197034,25.6188866107099,10.39464608973817,-0.27815732018552225,0.4514068417412346,-0.09993374836509238,3.8133979236450366,5.432104663421282,no_task
0.4006799103853459,-0.5377098700965862,10.257488889857195,10.27973570049245,0.07153968586211026,0.04550378625347176,0.046794586539988046,0.04654764024766136,0.39978027,-0.53782654,10.257446,10.280008559006298,-0.8495019303853459,-0.42025216990341374,-0.3237728898571941,-0.32667275390502226,0.40614381961465407,0.4735771800965862,0.293933110142806,0.2997647972230961,1.25564575,0.40701625505062866,0.89382935,0.5396317859673454,0.6177060000000001,10.257595625796052,0.6264375511281184,10.279841084309233,-0.09697840991392467,-0.10250951174746142,0.014772788968254463,0.08251508791241671,0.12192973798978184,sit
-5.9875756954609525,0.10872060997512066,8.154546836703659,10.397494467253905,2.9251108932092635,1.4065032977157674,2.757228626890582,3.5197063780157634,-5.547577,0.07035828,7.640228299999999,9.869649016737071,-14.567050304539054,-8.61960010997512,-7.373357876703659,-8.562762458227256,9.269985395460953,8.07037139002488,15.35323516329634,13.539983046491871,23.83703570000001,6.663868716051266,16.6899715,1.4106834253659952,22.726593039999997,8.608064523176695,22.102745504719127,10.977064672604527,-0.09214023026136478,-0.5023976328826298,-0.039247990691487676,3.774060856964566,5.599943392811861,stairsdown
-6.468738863957458,1.0263012264573401,7.570391280321529,10.289980774177689,2.711641451990819,1.595172671576987,2.29643810690341,3.08156912122472,-5.9891357,0.87016296,7.262939500000001,10.21071056607689,-10.84144113604254,-6.06183892645734,-5.000353480321529,-6.948908747099031,5.559315063957458,6.973073173542661,8.77009371967847,11.695591372023731,16.400756199999996,7.014086650691461,13.034912100000001,1.8967896883638247,13.7704472,7.911025848002829,18.64450011912276,10.741487449746444,-0.2822626476212022,-0.4395365334299845,0.08641612023314763,3.4942770625495756,5.312289814755832,stairsup
-6.008158581311798,0.40985730674554144,8.075057467865932,10.080786669776625,0.17587978923810296,0.31314722964074965,0.15387514052125476,0.053995459402692986,-6.0403137000000005,0.31791687,8.040131,10.081527870945585,-1.0366717186882024,-1.3987641667455415,-0.9251854678659317,-0.7121168254874775,0.6200665813117991,1.5374235932544584,0.5875405321340672,0.58778514500497,1.6567383000000016,6.010732291300574,2.93618776,0.5157930027269132,1.512725999999999,8.076523400509787,1.2999019704924475,10.080931273365954,-0.16589979919517125,0.8838265730079566,-0.2954890085517572,0.3436332247313847,0.5107179679238593,stand
-5.677593257314318,-0.09511912430317095,8.392334398759317,10.396183240293215,2.3078590237665977,1.5139221722630962,2.8133469210707225,3.1824129128707286,-5.4107056,-0.05580139,7.9687195000000015,10.240056826179357,-12.232440742685682,-5.224872875696829,-5.517609098759317,-6.725234678907297,6.545116457314318,6.068797724303171,10.016692601240681,12.023464710345955,18.7775572,6.128717150976567,11.2936706,1.516892547544287,15.534301699999999,8.851329967339609,18.748699389253254,10.872358488763785,-0.03574052844246696,-0.33633479031949004,0.033228909890945096,3.48502953206252,5.158152550524711,walk
-4.726634067994654,0.42412382951769173,8.535756428058002,9.86290861198085,1.1079725721087288,0.8434492716318834,0.7684141469616566,0.7953293195546332,-4.8904266,0.17910767,8.562424,9.843792791929129,-4.997135932005346,-2.7789212295176915,-3.6176808280580035,-3.801921417834352,4.7457228129946545,4.650217170482309,6.9821115719419975,6.260276348985659,9.742858745,4.854754845233524,7.4291384,0.9440716812808614,10.599792400000002,8.570273305098738,10.062197766820011,9.894922964369297,0.6018941068489163,0.08287635165284317,0.15760557709865258,1.4305263450306354,2.1654846224398905,bike
-3.845554733788245,0.09123802917342078,8.330696421160253,9.921928342938516,3.4530412121170433,1.3487118303509027,1.9227166549632966,1.7864417800194574,-4.8951874,-0.3094635,8.470778999999999,9.869533676602666,-13.24070326621175,-8.63738102917342,-6.3523791211602525,-7.198148608612867,4.759663033788245,7.576516970826579,7.991736578839747,10.163473545459729,18.000366299999996,5.168308976376007,16.213898,1.3517736378465035,14.3441157,8.549691711625709,17.361622154072595,10.08146507245385,-0.45588689259658355,0.4219381784345588,-0.22722659254819813,3.899776534909257,5.687238076631729,no_task
0.34981210067728735,-0.7409539325010224,9.841053890183735,9.875495568587564,0.07469791723534577,0.0456239414355635,0.0460592028231726,0.045747395283958645,0.34757996,-0.74090576,9.841873,9.875782896218869,-0.6615949406772874,-0.3153509674989776,-0.30386789018373506,-0.3068296993232682,0.43099539932271264,0.3951897725010224,0.33288110981626495,0.33662400829711814,1.09259034,0.3576984637809479,0.71054074,0.7423572180510338,0.636749,9.841161673505189,0.6434537076203863,9.875601526704648,-0.16598978936452846,-0.1310042932849667,0.021829345178000045,0.08466101587982598,0.12478879474972124,sit
