x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,gt
-1.0366717186882024,-0.18925941868820217,-0.141652418688202,-0.09999571868820212,-0.05476861868820393,-0.007161418688202303,0.11780828131179799,0.176127281311798,0.22016418131179716,0.6200665813117991,-1.3987641667455415,-0.2990327217455414,-0.19548657674554143,-0.14549878674554145,-0.1097932067455415,-0.07051710674554146,-0.02052930674554143,0.06873461325445857,0.5757536532544586,1.5374235932544584,-0.9251854678659317,-0.15275526786593208,-0.11347906786593231,-0.0837244678659319,-0.053969467865931264,-0.00993296786593234,0.09242253213406748,0.14836153213406789,0.19358853213406846,0.5875405321340672,stand
-13.817284229222436,-3.6947565292224365,-2.725945229222437,-2.001122229222436,-1.5667047292224368,-0.4669732292224369,3.3797064107775636,4.297339470777564,4.360419270777563,6.558691970777564,-5.816070046761808,-0.9351189467618076,-0.47927784676180774,-0.44238209676180773,-0.41024708676180766,-0.14245534676180766,0.15033030323819235,0.7013862132381923,1.3976447532381926,6.693970453238193,-7.4398499892577385,-2.619598489257738,-1.4496461892577388,-0.6688844892577386,-0.32373048925773773,0.7771910107422606,1.4841615107422612,1.5281985107422607,1.5781855107422622,15.658080510742261,no_task
-0.8495019303853459,-0.07231077038534589,-0.04255613038534589,-0.02470335038534588,-0.009230940385345887,0.006241489614654094,0.022904069614654132,0.043137229614654105,0.07765260961465409,0.40614381961465407,-0.42025216990341374,-0.04891427990341379,-0.02987132990341379,-0.01677926990341383,-0.006067599903413767,0.005834270096586325,0.017736120096586205,0.030828170096586227,0.04987112009658623,0.4735771800965862,-0.3237728898571941,-0.05598088985719407,-0.03455788985719366,-0.019085889857194616,-0.00599388985719429,0.007098110142806036,0.020190110142804585,0.0344731101428053,0.05589611014280571,0.293933110142806,sit
-12.232440742685682,-2.601459742685681,-1.4148444426856823,-0.7209663426856814,-0.07707574268568163,0.6227532573143177,1.3094902573143186,1.930767057314318,2.4877739573143183,6.545116457314318,-5.224872875696829,-1.839985275696829,-1.024708175696829,-0.5307811456968291,-0.14040028569682905,0.23212779430317093,0.5963245643031709,0.9950367243031709,1.6151234243031711,6.068797724303171,-5.517609098759317,-3.1753238987593155,-2.361236998759317,-1.4602663987593179,-0.7437747987593184,-0.09988439875931654,0.6344596012406836,1.807982601240683,4.063384601240683,10.016692601240681,walk
-10.84144113604254,-3.639629136042543,-2.0471611360425426,-0.8141285360425421,0.0689890639574573,0.8687938639574577,1.6138498639574577,2.3029673639574577,3.028980563957458,5.559315063957458,-6.06183892645734,-1.81525692645734,-1.14399226645734,-0.7238567664573401,-0.34656792645734,0.06523627354265993,0.5793963735426599,1.13997377354266,1.8921710735426598,6.973073173542661,-5.000353480321529,-2.6723502803215293,-1.9546685803215293,-1.2715022803215295,-0.6204705803215296,0.000806219678470832,0.68635271967847,1.8408327196784713,3.2738167196784707,8.77009371967847,stairsup
-14.567050304539054,-3.849430304539048,-2.105808304539048,-0.8239783045390467,0.07580199546095212,0.7982446954609523,1.5682946954609527,2.4168969954609523,3.2571679954609523,9.269985395460953,-8.61960010997512,-1.5665606099751206,-0.9738481699751207,-0.5608537899751207,-0.20498830997512066,0.14373606002487932,0.5067426500248793,0.9602033900248793,1.6076642900248792,8.07037139002488,-7.373357876703659,-3.1065428367036594,-2.184148836703659,-1.4926510367036592,-0.8451901367036605,-0.12631783670365948,0.7567991632963409,1.9791201632963418,3.8441411632963405,15.35323516329634,stairsdown
-4.467219331033337,-1.083521331033336,-0.7347971310333357,-0.4967599310333357,-0.27657563103333604,-0.04925033103333565,0.23044336896666362,0.6612906689666644,1.5206045689666636,5.303014168966664,-2.8636711293130785,-0.8986748293130782,-0.7082451593130782,-0.5582817893130781,-0.40117728931307817,-0.1750420393130782,0.2081977106869218,0.8104315706869217,1.3817206706869216,4.670203370686922,-3.598598980267682,-0.9325833802676824,-0.5517239802676812,-0.2827419802676818,-0.0708889802676822,0.13263301973231734,0.34924601973231795,0.5872840197323175,0.8907810197323176,6.59891101973232,bike
-0.8444192277825353,-0.21005022778253668,-0.15768222778253715,-0.10769422778253723,-0.041044227782537135,0.017275072217462828,0.11725077221746272,0.16604827221746277,0.21722627221746293,0.6278402722174627,-1.4517965868168456,-0.29493622681684584,-0.19377044681684585,-0.14378265681684582,-0.10569671681684584,-0.059279486816845806,-0.005721136816845829,0.08235261318315412,0.5655679131831542,1.785508113183154,-0.907090902589589,-0.15846420258959082,-0.11918810258958956,-0.09062350258958851,-0.05848850258959093,-0.007310502589590762,0.10099619741041099,0.15098399741041035,0.19621109741041032,0.5723094974104104,stand
-13.24070326621175,-3.756114566211755,-2.882518266211753,-2.1184192662117534,-1.5614122662117547,-0.33671126621175507,3.9884227737882454,4.2431224837882455,4.308582683788245,4.759663033788245,-8.63738102917342,-0.9011745291734208,-0.8404750891734207,-0.8095302691734207,-0.7393093291734207,-0.05138207217342078,0.3294773008265792,0.8733920708265792,1.6041659708265792,7.576516970826579,-6.3523791211602525,-2.5176014211602533,-1.4666674211602526,-0.8061144211602533,-0.26934042116025303,0.8351515788397474,1.4766615788397477,1.5171275788397462,1.5659255788397477,7.991736578839747,no_task
-0.6615949406772874,-0.07483346067728736,-0.04507882067728736,-0.026035850677287364,-0.009373260677287332,0.00609914932271266,0.022761749322712632,0.045375279322712625,0.08227102932271263,0.43099539932271264,-0.3153509674989776,-0.04993961749897757,-0.03089666749897757,-0.01780460749897761,-0.005902767498977557,0.005999102501022424,0.017900932501022426,0.03218318250102237,0.05122613250102237,0.3951897725010224,-0.30386789018373506,-0.055119890183735976,-0.033695890183734534,-0.01941389018373485,-0.006321890183734524,0.006770109816264025,0.01986210981626435,0.034144109816264034,0.054377609816265604,0.33288110981626495,sit
